violator,contract_id,citation_no,case_no,date_issues,final_order_date,section_of_act,date_terminated,citation,s_and_s,standard,standard_url,proposed_penalty,citation_status,current_penalty,amount_paid
R D Blankenship Dirt Work LLC, ,8616633  ,000246349,1/4/2011,7/18/2011 ,104(a),1/5/2011,C,N,56.14112(a)(1), ,100.00,Closed,100.00 ,100.00 
R D Blankenship Dirt Work LLC, ,8616632  ,000246349,1/4/2011,7/18/2011 ,104(a),1/5/2011,C,N,56.11002, ,100.00,Closed,100.00 ,100.00 
R D Blankenship Dirt Work LLC, ,8616634  ,000246349,1/4/2011,7/18/2011 ,104(a),1/26/2011,C,N,56.14130(c), ,100.00,Closed,100.00 ,100.00 
R D Blankenship Dirt Work LLC, ,8616631  ,000246349,1/4/2011,7/18/2011 ,104(a),1/5/2011,C,Y,56.14100(b), ,108.00,Closed,108.00 ,108.00 
R D Blankenship Dirt Work LLC, ,6578422  ,000234831,9/2/2010,11/13/2010 ,104(a),9/15/2010,C,N,56.4102, ,100.00,Closed,100.00 ,100.00 
R D Blankenship Dirt Work LLC, ,6578421  ,000234831,9/1/2010,11/13/2010 ,104(a),9/1/2010,C,N,56.4201(a)(2), ,100.00,Closed,100.00 ,100.00 
R D Blankenship Dirt Work LLC, ,6468745  ,000216279,2/24/2010,5/14/2010 ,104(a),2/24/2010,C,N,56.14100(c), ,100.00,Closed,100.00 ,100.00 
R D Blankenship Dirt Work LLC, ,6468746  ,000216279,2/24/2010,5/14/2010 ,104(a),4/12/2010,C,N,56.14130(c), ,100.00,Closed,100.00 ,100.00 
R D Blankenship Dirt Work LLC, ,6468744  ,000216279,2/23/2010,5/14/2010 ,104(a),2/24/2010,C,N,56.12034, ,100.00,Closed,100.00 ,100.00 
R D Blankenship Dirt Work LLC, ,6468743  ,000216279,2/23/2010,5/14/2010 ,104(a),2/24/2010,C,N,56.4130(b), ,100.00,Closed,100.00 ,100.00 
R D Blankenship Dirt Work LLC, ,6460430  ,000165366,7/15/2008,11/26/2008 ,104(a),7/15/2008,C,N,56.14100(b), ,100.00,Closed,100.00 ,100.00 
R D Blankenship Dirt Work LLC, ,6460431  ,000165366,7/15/2008,11/26/2008 ,104(a),7/24/2008,C,N,56.12028, ,100.00,Closed,100.00 ,100.00 
R D Blankenship Dirt Work LLC, ,6460428  ,000165366,7/14/2008,11/26/2008 ,104(a),7/15/2008,C,N,56.12013(b), ,100.00,Closed,100.00 ,100.00 
R D Blankenship Dirt Work LLC, ,6460427  ,000165366,7/14/2008,11/26/2008 ,104(a),7/15/2008,C,N,56.14107(a), ,100.00,Closed,100.00 ,100.00 
R D Blankenship Dirt Work LLC, ,6460429  ,000165366,7/14/2008,11/26/2008 ,104(a),7/15/2008,C,N,56.12002, ,100.00,Closed,100.00 ,100.00 
R D Blankenship Dirt Work LLC, ,6247087  ,000115417,1/24/2007,5/27/2007 ,104(a),1/25/2007,C,N,56.14132(a), ,60.00,Closed,60.00 ,60.00 
R D Blankenship Dirt Work LLC, ,6247085  ,000115417,1/24/2007,5/27/2007 ,104(a),1/25/2007,C,N,56.14132(a), ,60.00,Closed,60.00 ,60.00 
R D Blankenship Dirt Work LLC, ,6247088  ,000115417,1/24/2007,5/27/2007 ,104(a),1/25/2007,C,N,56.14101(a)(2), ,60.00,Closed,60.00 ,60.00 
R D Blankenship Dirt Work LLC, ,6247086  ,000115417,1/24/2007,5/27/2007 ,104(a),1/25/2007,C,N,56.14100(b), ,60.00,Closed,60.00 ,60.00 
R D Blankenship Dirt Work LLC, ,6222773  ,000064168,1/6/2005,9/28/2005 ,104(a),1/6/2005,C,Y,56.15004, ,99.00,Closed,99.00 ,99.00 
R D Blankenship Dirt Work LLC, ,7876588  ,290198605514,2/9/2000,5/2/2000 ,104(a),2/9/2000,C,N,56.14112(b), ,55.00,Closed,55.00 ,55.00 
R D Blankenship Dirt Work LLC, ,7876587  ,290198605514,2/9/2000,5/2/2000 ,104(a),2/29/2000,C,N,56.12040, ,55.00,Closed,55.00 ,55.00 
R D Blankenship Dirt Work LLC, ,7875823  ,290198605513,1/13/1999,4/6/1999 ,104(a),2/11/1999,C,N,57.14101(a)(2), ,55.00,Closed,55.00 ,55.00 
R D Blankenship Dirt Work LLC, ,4452113  ,290198605512,2/11/1997,9/11/1997 ,104(a),4/7/1997,C,N,56.11002, ,50.00,Closed,50.00 ,50.00 
R D Blankenship Dirt Work LLC, ,4331145  ,290198605511,1/9/1996,4/4/1996 ,104(a),1/10/1996,C,N,56.12032, ,50.00,Closed,50.00 ,50.00 
R D Blankenship Dirt Work LLC, ,4331146  ,290198605511,1/9/1996,4/4/1996 ,104(a),1/10/1996,C,N,56.14107(a), ,50.00,Closed,50.00 ,50.00 
R D Blankenship Dirt Work LLC, ,4331147  ,290198605511,1/9/1996,4/4/1996 ,104(a),1/10/1996,C,N,56.14107(a), ,50.00,Closed,50.00 ,50.00 
R D Blankenship Dirt Work LLC, ,4331144  ,290198605511,1/9/1996,4/4/1996 ,104(a),1/25/1996,C,Y,56.11001, ,157.00,Closed,157.00 ,157.00 
R D Blankenship Dirt Work LLC, ,4330984  ,290198605510,9/6/1995,11/27/1995 ,104(a),9/7/1995,C,Y,56.14112(b), ,102.00,Closed,102.00 ,102.00 
R D Blankenship Dirt Work LLC, ,4330988  ,290198605510,9/6/1995,11/27/1995 ,104(a),9/14/1995,C,N,56.12028, ,50.00,Closed,50.00 ,50.00 
R D Blankenship Dirt Work LLC, ,4330985  ,290198605510,9/6/1995,11/27/1995 ,104(a),9/7/1995,C,N,56.14112(b), ,50.00,Closed,50.00 ,50.00 
R D Blankenship Dirt Work LLC, ,4330986  ,290198605510,9/6/1995,11/27/1995 ,104(a),9/7/1995,C,N,56.14112(b), ,50.00,Closed,50.00 ,50.00 
R D Blankenship Dirt Work LLC, ,4330982  ,290198605510,9/6/1995,11/27/1995 ,104(a),9/7/1995,C,Y,56.14112(b), ,81.00,Closed,81.00 ,81.00 
R D Blankenship Dirt Work LLC, ,4330983  ,290198605510,9/6/1995,11/27/1995 ,104(a),9/7/1995,C,Y,56.14112(b), ,81.00,Closed,81.00 ,81.00 
R D Blankenship Dirt Work LLC, ,4330987  ,290198605510,9/6/1995,11/27/1995 ,104(a),9/7/1995,C,Y,56.9300(b), ,60.00,Closed,60.00 ,60.00 
R D Blankenship Dirt Work LLC, ,4330499  ,290198605509,4/4/1995,6/7/1995 ,104(a),4/5/1995,C,Y,56.9300(a), ,102.00,Closed,102.00 ,102.00 
R D Blankenship Dirt Work LLC, ,4330722  ,290198605509,4/4/1995,6/7/1995 ,104(a),4/5/1995,C,N,56.20003(a), ,50.00,Closed,50.00 ,50.00 
R D Blankenship Dirt Work LLC, ,4330500  ,290198605509,4/4/1995,6/7/1995 ,104(a),4/5/1995,C,N,56.14107(a), ,50.00,Closed,50.00 ,50.00 
R D Blankenship Dirt Work LLC, ,4330721  ,290198605509,4/4/1995,6/7/1995 ,104(a),4/5/1995,C,Y,56.20003(a), ,81.00,Closed,81.00 ,81.00 
