violator,contract_id,citation_no,case_no,date_issues,final_order_date,section_of_act,date_terminated,citation,s_and_s,standard,standard_url,proposed_penalty,citation_status,current_penalty,amount_paid
Newberg Rock & Dirt, ,8599788  ,000291331,5/1/2012,7/13/2012 ,104(a),5/7/2012,C,N,56.12004,http://www.gpo.gov/fdsys/pkg/CFR-2017-title30-vol1/pdf/CFR-2017-title30-vol1-sec56-14107.pdf,100.00,Closed,100.00 ,100.00 
Newberg Rock & Dirt, ,8599789  ,000297041,5/1/2012,9/13/2012 ,104(a),5/7/2012,C,Y,56.14101(a)(2),http://www.gpo.gov/fdsys/pkg/CFR-2017-title30-vol1/pdf/CFR-2017-title30-vol1-sec56-14107.pdf,243.00,Closed,243.00 ,243.00 
Newberg Rock & Dirt, ,8599787  ,000291331,5/1/2012,7/13/2012 ,104(a),5/7/2012,C,N,56.14108,http://www.gpo.gov/fdsys/pkg/CFR-2017-title30-vol1/pdf/CFR-2017-title30-vol1-sec56-14107.pdf,100.00,Closed,100.00 ,100.00 
Newberg Rock & Dirt, ,8599107  ,000269626,9/7/2011,11/18/2011 ,104(a),9/19/2011,C,N,50.30(a),http://www.gpo.gov/fdsys/pkg/CFR-2017-title30-vol1/pdf/CFR-2017-title30-vol1-sec56-14107.pdf,100.00,Closed,100.00 ,100.00 
Newberg Rock & Dirt, ,8599025  ,000239613,10/7/2010,1/5/2011 ,104(a),10/7/2010,C,N,56.12004,http://www.gpo.gov/fdsys/pkg/CFR-2017-title30-vol1/pdf/CFR-2017-title30-vol1-sec56-14107.pdf,100.00,Closed,100.00 ,100.00 
Newberg Rock & Dirt, ,8599026  ,000239613,10/7/2010,1/5/2011 ,104(a),10/7/2010,C,N,56.12004,http://www.gpo.gov/fdsys/pkg/CFR-2017-title30-vol1/pdf/CFR-2017-title30-vol1-sec56-14107.pdf,100.00,Closed,100.00 ,100.00 
Newberg Rock & Dirt, ,6398905  ,000220925,4/20/2010,7/9/2010 ,104(a),6/8/2010,C,Y,56.11001,http://www.gpo.gov/fdsys/pkg/CFR-2017-title30-vol1/pdf/CFR-2017-title30-vol1-sec56-14107.pdf,117.00,Closed,117.00 ,117.00 
Newberg Rock & Dirt, ,6338508  ,000210055,12/29/2009,1/10/2013 ,104(a),12/30/2009,C,N,56.11002,http://www.gpo.gov/fdsys/pkg/CFR-2017-title30-vol1/pdf/CFR-2017-title30-vol1-sec56-14107.pdf,100.00,Closed,100.00 ,100.00 
Newberg Rock & Dirt, ,6338507  ,000210055,12/29/2009,1/10/2013 ,104(a),1/11/2010,C,N,56.14107(a),http://www.gpo.gov/fdsys/pkg/CFR-2017-title30-vol1/pdf/CFR-2017-title30-vol1-sec56-14107.pdf,100.00,Closed,100.00 ,100.00 
Newberg Rock & Dirt, ,6338510  ,000210055,12/29/2009,1/10/2013 ,104(a),12/30/2009,C,N,56.14107(a),http://www.gpo.gov/fdsys/pkg/CFR-2017-title30-vol1/pdf/CFR-2017-title30-vol1-sec56-14107.pdf,100.00,Closed,100.00 ,100.00 
Newberg Rock & Dirt, ,6338512  ,000210055,12/29/2009,1/10/2013 ,104(a),12/29/2009,C,N,56.12004,http://www.gpo.gov/fdsys/pkg/CFR-2017-title30-vol1/pdf/CFR-2017-title30-vol1-sec56-14107.pdf,100.00,Closed,100.00 ,100.00 
Newberg Rock & Dirt, ,6338509  ,000210055,12/29/2009,1/10/2013 ,104(a),1/11/2010,C,N,56.14107(a),http://www.gpo.gov/fdsys/pkg/CFR-2017-title30-vol1/pdf/CFR-2017-title30-vol1-sec56-14107.pdf,100.00,Closed,100.00 ,100.00 
Newberg Rock & Dirt, ,6338511  ,000210055,12/29/2009,1/10/2013 ,104(a),1/11/2010,C,N,56.14107(a),http://www.gpo.gov/fdsys/pkg/CFR-2017-title30-vol1/pdf/CFR-2017-title30-vol1-sec56-14107.pdf,100.00,Closed,100.00 ,100.00 
Newberg Rock & Dirt, ,6479615  ,000180614,2/26/2009,5/22/2010 ,104(a),3/4/2009,C,N,56.14100(b),http://www.gpo.gov/fdsys/pkg/CFR-2017-title30-vol1/pdf/CFR-2017-title30-vol1-sec56-14107.pdf,100.00,Closed,100.00 ,100.00 
Newberg Rock & Dirt, ,6479619  ,000180614,2/26/2009,5/22/2010 ,104(a),2/26/2009,C,N,56.14100(a),http://www.gpo.gov/fdsys/pkg/CFR-2017-title30-vol1/pdf/CFR-2017-title30-vol1-sec56-14107.pdf,100.00,Closed,100.00 ,100.00 
Newberg Rock & Dirt, ,6479613  ,000180614,2/26/2009,5/22/2010 ,104(a),2/26/2009,C,Y,56.3200,http://www.gpo.gov/fdsys/pkg/CFR-2017-title30-vol1/pdf/CFR-2017-title30-vol1-sec56-14107.pdf,100.00,Closed,100.00 ,100.00 
Newberg Rock & Dirt, ,6479616  ,000180614,2/26/2009,5/22/2010 ,104(a),3/4/2009,C,N,56.14103(b),http://www.gpo.gov/fdsys/pkg/CFR-2017-title30-vol1/pdf/CFR-2017-title30-vol1-sec56-14107.pdf,100.00,Closed,100.00 ,100.00 
Newberg Rock & Dirt, ,6479614  ,000180614,2/26/2009,5/22/2010 ,104(a),3/4/2009,C,N,56.14100(d),http://www.gpo.gov/fdsys/pkg/CFR-2017-title30-vol1/pdf/CFR-2017-title30-vol1-sec56-14107.pdf,100.00,Closed,100.00 ,100.00 
Newberg Rock & Dirt, ,6479612  ,000180614,2/26/2009,5/22/2010 ,104(a),3/4/2009,C,Y,56.9200(d),http://www.gpo.gov/fdsys/pkg/CFR-2017-title30-vol1/pdf/CFR-2017-title30-vol1-sec56-14107.pdf,263.00,Closed,263.00 ,263.00 
Newberg Rock & Dirt, ,6479617  ,000180614,2/26/2009,5/8/2009 ,104(a),3/4/2009,C,N,56.4201(a)(2),http://www.gpo.gov/fdsys/pkg/CFR-2017-title30-vol1/pdf/CFR-2017-title30-vol1-sec56-14107.pdf,100.00,Closed,100.00 ,100.00 
Newberg Rock & Dirt, ,6479618  ,000180614,2/26/2009,5/22/2010 ,104(a),3/4/2009,C,N,56.14130(i),http://www.gpo.gov/fdsys/pkg/CFR-2017-title30-vol1/pdf/CFR-2017-title30-vol1-sec56-14107.pdf,100.00,Closed,100.00 ,100.00 
Newberg Rock & Dirt, ,6479620  ,000180614,2/26/2009,5/8/2009 ,104(a),3/4/2009,C,N,56.12028,http://www.gpo.gov/fdsys/pkg/CFR-2017-title30-vol1/pdf/CFR-2017-title30-vol1-sec56-14107.pdf,100.00,Closed,100.00 ,100.00 
Newberg Rock & Dirt, ,6430325  ,000152001,4/2/2008,7/10/2008 ,104(a),4/3/2008,C,N,56.14112(a)(1),http://www.gpo.gov/fdsys/pkg/CFR-2017-title30-vol1/pdf/CFR-2017-title30-vol1-sec56-14107.pdf,100.00,Closed,100.00 ,100.00 
Newberg Rock & Dirt, ,6430326  ,000152001,4/2/2008,7/10/2008 ,104(a),4/3/2008,C,N,56.14100(b),http://www.gpo.gov/fdsys/pkg/CFR-2017-title30-vol1/pdf/CFR-2017-title30-vol1-sec56-14107.pdf,100.00,Closed,100.00 ,100.00 
Newberg Rock & Dirt, ,6342893  ,000121048,5/23/2007,8/17/2007 ,104(a),5/24/2007,C,N,56.14100(b),http://www.gpo.gov/fdsys/pkg/CFR-2017-title30-vol1/pdf/CFR-2017-title30-vol1-sec56-14107.pdf,100.00,Closed,100.00 ,100.00 
Newberg Rock & Dirt, ,6342894  ,000121048,5/23/2007,8/17/2007 ,104(a),5/24/2007,C,N,56.14132(a),http://www.gpo.gov/fdsys/pkg/CFR-2017-title30-vol1/pdf/CFR-2017-title30-vol1-sec56-14107.pdf,100.00,Closed,100.00 ,100.00 
Newberg Rock & Dirt, ,6342892  ,000121048,5/23/2007,8/17/2007 ,104(a),5/24/2007,C,N,56.14100(b),http://www.gpo.gov/fdsys/pkg/CFR-2017-title30-vol1/pdf/CFR-2017-title30-vol1-sec56-14107.pdf,100.00,Closed,100.00 ,100.00 
Newberg Rock & Dirt, ,6342895  ,000121048,5/23/2007,8/17/2007 ,104(a),5/24/2007,C,N,56.14107(a),http://www.gpo.gov/fdsys/pkg/CFR-2017-title30-vol1/pdf/CFR-2017-title30-vol1-sec56-14107.pdf,100.00,Closed,100.00 ,100.00 
Newberg Rock & Dirt, ,6383437  ,000086543,3/1/2006,6/16/2006 ,104(a),3/2/2006,C,N,56.14107(a),http://www.gpo.gov/fdsys/pkg/CFR-2017-title30-vol1/pdf/CFR-2017-title30-vol1-sec56-14107.pdf,60.00,Closed,60.00 ,60.00 
Newberg Rock & Dirt, ,6383438  ,000086543,3/1/2006,6/16/2006 ,104(a),3/2/2006,C,N,56.11002,http://www.gpo.gov/fdsys/pkg/CFR-2017-title30-vol1/pdf/CFR-2017-title30-vol1-sec56-14107.pdf,60.00,Closed,60.00 ,60.00 
Newberg Rock & Dirt, ,6368407  ,000051247,10/27/2004,7/23/2005 ,104(a),1/21/2005,C,N,62.120,http://www.gpo.gov/fdsys/pkg/CFR-2017-title30-vol1/pdf/CFR-2017-title30-vol1-sec56-14107.pdf,60.00,Closed,60.00 ,60.00 
Newberg Rock & Dirt, ,6368406  ,000044260,10/25/2004,1/12/2005 ,104(a),10/27/2004,C,Y,56.14131(a),http://www.gpo.gov/fdsys/pkg/CFR-2017-title30-vol1/pdf/CFR-2017-title30-vol1-sec56-14107.pdf,99.00,Closed,99.00 ,99.00 
