violator,contract_id,citation_no,case_no,date_issues,final_order_date,section_of_act,date_terminated,citation,s_and_s,standard,standard_url,proposed_penalty,citation_status,current_penalty,amount_paid
Vogt Dirt Service, ,6560837  ,000263321,7/11/2011,9/16/2011 ,104(a),7/13/2011,C,N,56.4201(a)(2),http://www.gpo.gov/fdsys/pkg/CFR-2017-title30-vol1/pdf/CFR-2017-title30-vol1-sec56-1000.pdf,100.00,Closed,100.00 ,100.00 
Vogt Dirt Service, ,6560840  ,000263321,7/11/2011,9/16/2011 ,104(a),7/11/2011,C,N,56.12004,http://www.gpo.gov/fdsys/pkg/CFR-2017-title30-vol1/pdf/CFR-2017-title30-vol1-sec56-1000.pdf,100.00,Closed,100.00 ,100.00 
Vogt Dirt Service, ,6560841  ,000263321,7/11/2011,9/16/2011 ,104(a),7/12/2011,C,N,56.15001,http://www.gpo.gov/fdsys/pkg/CFR-2017-title30-vol1/pdf/CFR-2017-title30-vol1-sec56-1000.pdf,100.00,Closed,100.00 ,100.00 
Vogt Dirt Service, ,6560838  ,000263321,7/11/2011,9/16/2011 ,104(a),7/13/2011,C,N,56.11001,http://www.gpo.gov/fdsys/pkg/CFR-2017-title30-vol1/pdf/CFR-2017-title30-vol1-sec56-1000.pdf,100.00,Closed,100.00 ,100.00 
Vogt Dirt Service, ,6560836  ,000263321,7/11/2011,9/16/2011 ,104(a),7/11/2011,C,N,56.9300(b),http://www.gpo.gov/fdsys/pkg/CFR-2017-title30-vol1/pdf/CFR-2017-title30-vol1-sec56-1000.pdf,100.00,Closed,100.00 ,100.00 
Vogt Dirt Service, ,6560839  ,000263321,7/11/2011,9/16/2011 ,104(a),7/18/2011,C,Y,56.11002,http://www.gpo.gov/fdsys/pkg/CFR-2017-title30-vol1/pdf/CFR-2017-title30-vol1-sec56-1000.pdf,243.00,Closed,243.00 ,243.00 
Vogt Dirt Service, ,6553770  ,000254640,3/8/2011,6/17/2011 ,104(a),3/11/2011,C,N,50.30(a),http://www.gpo.gov/fdsys/pkg/CFR-2017-title30-vol1/pdf/CFR-2017-title30-vol1-sec56-1000.pdf,100.00,Closed,100.00 ,100.00 
Vogt Dirt Service, ,6491762  ,000228566,6/28/2010,9/18/2010 ,104(a),6/28/2010,C,Y,56.9300(b),http://www.gpo.gov/fdsys/pkg/CFR-2017-title30-vol1/pdf/CFR-2017-title30-vol1-sec56-1000.pdf,243.00,Closed,243.00 ,243.00 
Vogt Dirt Service, ,6491763  ,000228566,6/28/2010,9/18/2010 ,104(a),6/28/2010,C,Y,56.9300(b),http://www.gpo.gov/fdsys/pkg/CFR-2017-title30-vol1/pdf/CFR-2017-title30-vol1-sec56-1000.pdf,243.00,Closed,243.00 ,243.00 
Vogt Dirt Service, ,6493429  ,000208141,11/17/2009,2/12/2010 ,104(a),11/17/2009,C,N,50.30(a),http://www.gpo.gov/fdsys/pkg/CFR-2017-title30-vol1/pdf/CFR-2017-title30-vol1-sec56-1000.pdf,100.00,Closed,100.00 ,100.00 
Vogt Dirt Service, ,6493430  ,000208141,11/17/2009,2/12/2010 ,104(a),11/17/2009,C,N,50.30(a),http://www.gpo.gov/fdsys/pkg/CFR-2017-title30-vol1/pdf/CFR-2017-title30-vol1-sec56-1000.pdf,100.00,Closed,100.00 ,100.00 
Vogt Dirt Service, ,6493422  ,000208141,11/16/2009,2/12/2010 ,104(a),11/17/2009,C,N,56.1000,http://www.gpo.gov/fdsys/pkg/CFR-2017-title30-vol1/pdf/CFR-2017-title30-vol1-sec56-1000.pdf,100.00,Closed,100.00 ,100.00 
Vogt Dirt Service, ,6493428  ,000208141,11/16/2009,2/12/2010 ,104(a),11/19/2009,C,Y,56.12004,http://www.gpo.gov/fdsys/pkg/CFR-2017-title30-vol1/pdf/CFR-2017-title30-vol1-sec56-1000.pdf,243.00,Closed,243.00 ,243.00 
Vogt Dirt Service, ,6493423  ,000208141,11/16/2009,2/12/2010 ,104(a),11/17/2009,C,N,47.54(a),http://www.gpo.gov/fdsys/pkg/CFR-2017-title30-vol1/pdf/CFR-2017-title30-vol1-sec56-1000.pdf,100.00,Closed,100.00 ,100.00 
Vogt Dirt Service, ,6493427  ,000208141,11/16/2009,2/12/2010 ,104(a),11/19/2009,C,Y,56.12013(b),http://www.gpo.gov/fdsys/pkg/CFR-2017-title30-vol1/pdf/CFR-2017-title30-vol1-sec56-1000.pdf,243.00,Closed,243.00 ,243.00 
Vogt Dirt Service, ,6493425  ,000208141,11/16/2009,2/12/2010 ,104(a),11/19/2009,C,N,56.14100(b),http://www.gpo.gov/fdsys/pkg/CFR-2017-title30-vol1/pdf/CFR-2017-title30-vol1-sec56-1000.pdf,100.00,Closed,100.00 ,100.00 
Vogt Dirt Service, ,6493424  ,000208141,11/16/2009,2/12/2010 ,104(a),11/17/2009,C,N,56.4201(a)(1),http://www.gpo.gov/fdsys/pkg/CFR-2017-title30-vol1/pdf/CFR-2017-title30-vol1-sec56-1000.pdf,100.00,Closed,100.00 ,100.00 
Vogt Dirt Service, ,6493426  ,000208141,11/16/2009,2/12/2010 ,104(a),11/17/2009,C,N,56.12004,http://www.gpo.gov/fdsys/pkg/CFR-2017-title30-vol1/pdf/CFR-2017-title30-vol1-sec56-1000.pdf,100.00,Closed,100.00 ,100.00 
Vogt Dirt Service, ,6193703  ,000139221,5/22/2007,3/19/2008 ,104(a),5/24/2007,C,N,56.14103(b),http://www.gpo.gov/fdsys/pkg/CFR-2017-title30-vol1/pdf/CFR-2017-title30-vol1-sec56-1000.pdf,100.00,Closed,100.00 ,100.00 
Vogt Dirt Service, ,6193707  ,000139221,5/22/2007,3/19/2008 ,104(a),5/22/2007,C,N,56.14112(b),http://www.gpo.gov/fdsys/pkg/CFR-2017-title30-vol1/pdf/CFR-2017-title30-vol1-sec56-1000.pdf,100.00,Closed,100.00 ,100.00 
Vogt Dirt Service, ,6193705  ,000139221,5/22/2007,3/19/2008 ,104(a),5/24/2007,C,N,56.12004,http://www.gpo.gov/fdsys/pkg/CFR-2017-title30-vol1/pdf/CFR-2017-title30-vol1-sec56-1000.pdf,100.00,Closed,100.00 ,100.00 
Vogt Dirt Service, ,6193704  ,000139221,5/22/2007,3/19/2008 ,104(a),5/24/2007,C,N,56.14103(b),http://www.gpo.gov/fdsys/pkg/CFR-2017-title30-vol1/pdf/CFR-2017-title30-vol1-sec56-1000.pdf,100.00,Closed,100.00 ,100.00 
Vogt Dirt Service, ,6193706  ,000139221,5/22/2007,3/19/2008 ,104(a),5/24/2007,C,N,56.14100(b),http://www.gpo.gov/fdsys/pkg/CFR-2017-title30-vol1/pdf/CFR-2017-title30-vol1-sec56-1000.pdf,100.00,Closed,100.00 ,100.00 
Vogt Dirt Service, ,6193702  ,000139221,5/22/2007,3/19/2008 ,104(a),5/24/2007,C,Y,56.16006,http://www.gpo.gov/fdsys/pkg/CFR-2017-title30-vol1/pdf/CFR-2017-title30-vol1-sec56-1000.pdf,108.00,Closed,108.00 ,108.00 
Vogt Dirt Service, ,6176329  ,000080133,11/21/2005,4/1/2006 ,104(a),11/23/2005,C,N,56.15001,http://www.gpo.gov/fdsys/pkg/CFR-2017-title30-vol1/pdf/CFR-2017-title30-vol1-sec56-1000.pdf,60.00,Closed,60.00 ,60.00 
Vogt Dirt Service, ,6176328  ,000080133,11/21/2005,4/1/2006 ,104(a),11/21/2005,C,N,56.14101(a)(2),http://www.gpo.gov/fdsys/pkg/CFR-2017-title30-vol1/pdf/CFR-2017-title30-vol1-sec56-1000.pdf,60.00,Closed,60.00 ,60.00 
